doc
loop correct d brane stability condition type ii string theory compactification calabi yau manifold topological string theory partition function class exact f term dimensional effective action point background constant self dual field strength term deform central charge d brane wrap calabi yau manifold include string loop correction study correspond loop correct d brane stability condition b type brane large volume limit imply loop correct hermitian yang mill equation type brane imply loop correct special lagrangian submanifold condition
self dual string supersymmetric field theory riemann surface yang mills field theory arise type ii string compactification calabi yau threefold relevant local geometry give fibration ale space rise bps multiplet string descend self dual string riemann surface tension determine canonically fix seiberg witten differential give effectively dual formulation yang mills theory gauge boson monopole treat equal footing represent rigid analog type ii heterotic string duality existence bps state essentially reduce geodesic problem riemann surface metric allow particular easily determine spectrum stable bps state field theory identify dimensional space world volume brane bps states correspond brane end brane
string brane d brane configuration contain fundamental string construct classical solution yang mills theory fundamental string system stretch d brane case brane construction give smooth classical resolution string junction string network non abelian yang mills analysis string current string charge density compute show support region d brane world volume t hooft polyakov monopole analyze similar method show contain d string flux support d brane world volume define higgs scalar field field interpret term transverse dimension construction present qualitative picture tachyon condensation yang mills limit fundamental string low dimensional d brane arise volume space time brane antibrane annihilation occur
