doc
algorithm construction knot link give number cross diagram knot link braid algorithm construction knot link give number cross diagram knot link offer algorithm base simple proposition representation knot link closure braid n thread length braid exceed
refinement large integer surgery formula knot concordance compute knot floer filtration induce cable meridian knot manifold obtain large integer surgery knot formula term original knot floer complex knot sphere application knot concordance invariant hom equivalently define term filter map heegaard floer homology group induce handle attachment cobordism surgery knot
knot contact homology detect cable composite torus knot knot contact homology invariant knot derive legendrian contact homology numerous connection knot group use basic property knot group prove knot contact homology detect torus knot knot contact homology knot isomorphic cable respectively composite knot knot cable respectively composite
