doc
consideration suppression charge particle high energy heavy ion collision experimental result relate charge particle suppression obtain relativistic heavy ion collider rhic brookhaven au au cu cu collision large hadron collider lhc cern pb pb xe xe collision compile term usual nuclear modification factor newly introduce function study focus range region maximum suppression evidence experiment core contribution present consideration missing suppression high charge particle multiplicity event pp collision tev present trend charge particle function measure rhic au au collision lhc pb pb collision suppression large gev gev follow saturation high energy tev pb pb collision clear change dependence dn dy central collision function collision energy evidence region gev
dimensional viscous hydrodynamic high baryon density apply viscous hydrodynamic cascade model heavy ion collision reaction gev accommodate model give collision energy range initial condition hydrodynamic phase take urqmd equation state finite baryon density base chiral model couple polyakov loop study collision energy dependence pion kaon rapidity distribution charge hadron elliptic flow shear viscosity affect model calculation compare datum pb pb collision cern sps au au collision beam energy scan bes program energy bnl rhic datum favour value shear viscosity collision energy range
measurement inclusive production collision gev star article present measurement inclusive production midrapidity collision gev star detector relativistic heavy ion collider suppression yield quantify nuclear modification factor observe respect scale production collision dependence collision centrality transverse momentum measure improve precision compare previous measurement gev centrality dependence measure compare result gev central collision significant collision energy dependence find uncertainty collision energy gev transport model calculation include dissociation regeneration contribution consistent experimental result uncertainty significant collision energy dependence suppression high energy heavy ion collision gev observe uncertainty newly measure result gev collision provide additional constraint theoretical calculation hot medium evolution cold nuclear matter effect
