doc
evidence compact stellar merger origin grb fermi lat multi wavelength afterglow observation grb second bright gamma ray burst grb detect year observation long duration prompt emission galaxy find close position grb distant z star form galaxy locate offset arcsec grb position project distance nearby spiral galaxy locate offset arcsec project distance find bright grb readily detect gev emission fermi large area telescope lat find gev afterglow emission grb combine optical x ray afterglow datum find circum burst density low need explain non detection gev emission multi wavelength afterglow datum regardless redshift grb low density disfavor association grb high redshift star form galaxy proximity grb position galaxy imply high density environment instead low density medium consistent circumgalactic medium agree large offset grb low redshift galaxy point compact stellar merger origin grb consistent detection associated kilonova
fermi lat observation grb weak lat emission present analysis result gamma ray burst grbs detect gamma ray burst monitor gbm large area telescope lat onboard fermi long grb grb short burst gev photon grb emission grb observe lat mev delay respect gbm trigger significantly extend low energy episode hint spectral hardening observe burst grb possibly relate separate hard component show late time conversely grb exhibit noticeable feature bright lat detect burst grb grb observation help classify grb property new insight acceleration mechanism responsible emission high energy
grb nearby ordinary monster long duration gamma ray burst grb extremely rare outcome collapse massive star typically find distant universe intrinsic luminosity erg relative proximity grb unique event reach high fluence observe gamma ray band present comprehensive multiwavelength view grb swift m liverpool faulke telescope ground base facility highlight evolution burst emission prompt afterglow phase property grb similar luminous high redshift grb suggest common central engine responsible produce grb contemporary early universe range grb isotropic energy
